day,Bella_Flor,Bolpebra,Cobija,Exaltación,Filadelfia,Guayaramerín,Ingavi,Ixiamas,Nueva_Esperanza,Porvenir,Puerto_Gonzalo_Moreno,Puerto_Rico,Reyes,Riberalta,Santa_Rosa_Beni,Santa_Rosa_Pando,Santos_Mercado,San_Lorenzo,San_Pedro,Sena,Villa_Nueva
246,4971.251066027564,5033.338571963636,5026.33724374446,4870.250470411126,5060.998567214778,4787.932871507016,4912.8355851143215,5638.547105844916,5018.087068949938,5045.47469616455,4824.392358447655,4939.6184293152355,5173.9195684933175,4824.397550045828,4623.463499452221,4877.679494703361,4239.589323588758,4881.5258581736825,5000.558095799253,4446.267482058704,4332.844666758157
247,4968.071049753894,5030.158555689966,5023.15722747079,4867.070454137456,5057.818550941108,4784.752855233346,4909.6555688406515,5635.367089571246,5014.907052676268,5042.29467989088,4821.212342173985,4936.438413041566,5170.7395522196475,4821.217533772158,4620.283483178551,4874.499478429691,4236.409307315088,4878.345841900013,4997.378079525583,4443.0874657850345,4329.664650484487
248,4964.808910704544,5026.896416640618,5019.89508842144,4863.8083150881075,5054.556411891759,4781.490716183997,4906.393429791304,5632.104950521897,5011.644913626919,5039.03254084153,4817.950203124636,4933.176273992217,5167.477413170299,4817.95539472281,4617.021344129203,4871.237339380343,4233.147168265739,4875.083702850663,4994.115940476236,4439.825326735686,4326.402511435139
249,4961.465615521721,5023.553121457795,5016.5517932386165,4860.465019905284,5051.213116708936,4778.147421001174,4903.050134608479,5628.7616553390735,5008.301618444097,5035.6892456587075,4814.606907941813,4929.832978809392,5164.134117987475,4814.612099539985,4613.678048946379,4867.89404419752,4229.803873082916,4871.7404076678395,4990.772645293411,4436.482031552862,4323.059216252315
250,4958.042154895939,5020.129660832013,5013.128332612835,4857.0415592795025,5047.789656083154,4774.723960375392,4899.626673982698,5625.338194713292,5004.878157818314,5032.265785032925,4811.183447316031,4926.409518183611,5160.710657361694,4811.188638914205,4610.254588320597,4864.470583571739,4226.380412457134,4868.316947042058,4987.349184667631,4433.058570927081,4319.635755626534
251,4954.539543272467,5016.627049208541,5009.625720989363,4853.53894765603,5044.287044459682,4771.22134875192,4896.124062359226,5621.83558308982,5001.375546194841,5028.763173409454,4807.680835692559,4922.906906560139,5157.208045738221,4807.6860272907315,4606.751976697125,4860.9679719482665,4222.877800833662,4864.814335418586,4983.846573044158,4429.555959303609,4316.133144003062
252,4950.95881855072,5013.046324486793,5006.044996267615,4849.958222934282,5040.706319737934,4767.640624030172,4892.543337637478,5618.254858368072,4997.794821473095,5025.182448687706,4804.100110970811,4919.326181838392,5153.627321016474,4804.105302568985,4603.171251975377,4857.387247226518,4219.297076111914,4861.233610696839,4980.26584832241,4425.975234581861,4312.552419281314
253,4947.301041776712,5009.388547712785,5002.3872194936075,4846.300446160275,5037.048542963927,4763.982847256165,4888.88556086347,5614.597081594064,4994.137044699087,5021.5246719136985,4800.442334196803,4915.668405064384,5149.969544242465,4800.447525794976,4599.51347520137,4853.72947045251,4215.639299337906,4857.5758339228305,4976.608071548402,4422.317457807853,4308.894642507305
254,4943.5672968286435,5005.654802764717,4998.653474545539,4842.566701212207,5033.314798015857,4760.249102308097,4885.151815915401,5610.863336645995,4990.4032997510185,5017.790926965629,4796.708589248735,4911.934660116315,5146.235799294398,4796.713780846909,4595.779730253301,4849.995725504442,4211.905554389838,4853.842088974762,4972.874326600334,4418.583712859784,4305.160897559237
255,4939.758690095722,5001.846196031795,4994.844867812618,4838.758094479285,5029.506191282937,4756.440495575175,4881.343209182482,5607.054729913075,4986.594693018097,5013.982320232709,4792.8999825158135,4908.126053383395,5142.427192561477,4792.905174113987,4591.97112352038,4846.187118771521,4208.096947656917,4850.033482241841,4969.0657198674135,4414.775106126864,4301.352290826317
256,4935.876350150321,4997.963856086393,4990.962527867216,4834.875754533883,5025.623851337535,4752.558155629773,4877.460869237078,5603.172389967673,4982.712353072695,5010.099980287307,4789.017642570411,4904.2437134379925,5138.544852616074,4789.022834168585,4588.088783574978,4842.304778826118,4204.214607711514,4846.151142296439,4965.183379922011,4410.892766181461,4297.469950880914
257,4931.921427413551,4994.0089333496235,4987.007605130446,4830.920831797112,5021.668928600765,4748.603232893003,4873.505946500309,5599.217467230902,4978.757430335925,5006.145057550537,4785.0627198336415,4900.288790701223,5134.589929879305,4785.067911431815,4584.133860838208,4838.349856089349,4200.259684974744,4842.196219559669,4961.228457185241,4406.937843444691,4293.515028144144
258,4927.895093814374,4989.982599750447,4982.98127153127,4826.894498197937,5017.642595001589,4744.576899293827,4869.479612901133,5595.191133631726,4974.731096736748,5002.11872395136,4781.036386234465,4896.262457102046,5130.563596280128,4781.041577832639,4580.107527239032,4834.323522490173,4196.233351375568,4838.169885960492,4957.202123586065,4402.911509845516,4289.488694544968
259,4923.798542442333,4985.886048378406,4978.884720159229,4822.797946825895,5013.546043629548,4740.480347921786,4865.383061529092,5591.094582259685,4970.634545364707,4998.02217257932,4776.9398348624245,4892.165905730005,5126.467044908087,4776.945026460598,4576.0109758669905,4830.226971118132,4192.136800003527,4834.073334588451,4953.105572214024,4398.814958473474,4285.392143172927
260,4919.632987194009,4981.720493130083,4974.7191649109045,4818.632391577572,5009.380488381224,4736.314792673462,4861.217506280768,5586.9290270113615,4966.468990116385,4993.8566173309955,4772.774279614101,4888.0003504816805,5122.301489659763,4772.779471212274,4571.845420618668,4826.061415869808,4187.971244755204,4829.9077793401275,4948.9400169657,4394.64940322515,4281.226587924603
261,4915.399662413322,4977.487168349395,4970.485840130217,4814.399066796885,5005.147163600536,4732.0814678927745,4856.984181500081,5582.695702230674,4962.2356653356965,4989.623292550308,4768.540954833413,4883.767025700994,5118.068164879076,4768.546146431587,4567.61209583798,4821.82809108912,4183.7379199745155,4825.67445455944,4944.706692185013,4390.416078444463,4276.993263143916
262,4911.099822525766,4973.18732846184,4966.186000242661,4810.0992269093285,5000.847323712981,4727.781628005218,4852.684341612525,5578.395862343118,4957.935825448141,4985.323452662753,4764.241114945858,4879.467185813439,5113.76832499152,4764.246306544031,4563.3122559504245,4817.528251201565,4179.43808008696,4821.374614671885,4940.406852297457,4386.116238556907,4272.69342325636
263,4906.734741666702,4968.822247602774,4961.820919383597,4805.734146050265,4996.4822428539155,4723.416547146155,4848.31926075346,5574.030781484054,4953.570744589076,4980.958371803687,4759.876034086793,4875.102104954373,5109.403244132455,4759.881225684966,4558.947175091359,4813.163170342499,4175.072999227896,4817.00953381282,4936.041771438392,4381.751157697843,4268.328342397295
264,4902.305713303788,4964.3932192398615,4957.391891020684,4801.305117687351,4992.053214491003,4718.987518783241,4843.890232390547,5569.60175312114,4949.141716226163,4976.529343440775,4755.44700572388,4870.67307659146,5104.974215769542,4755.452197322053,4554.5181467284465,4808.734141979587,4170.643970864982,4812.580505449906,4931.612743075479,4377.32212933493,4263.899314034382
265,4897.8140498537205,4959.901555789793,4952.900227570616,4796.813454237283,4987.561551040935,4714.4958553331735,4839.398568940479,5565.110089671072,4944.6500527760945,4972.037679990706,4750.955342273812,4866.181413141392,5100.482552319474,4750.960533871985,4550.026483278378,4804.242478529519,4166.1523074149145,4808.088841999838,4927.121079625411,4372.830465884862,4259.407650584314
266,4893.261082293314,4955.348588229388,4948.3472600102095,4792.260486676877,4983.008583480529,4709.942887772767,4834.845601380073,5560.557122110667,4940.09708521569,4967.4847124303005,4746.402374713406,4861.6284455809855,5095.929584759068,4746.407566311579,4545.473515717973,4799.689510969113,4161.599339854509,4803.5358744394325,4922.568112065005,4368.277498324455,4254.854683023908
267,4888.64815976512,4950.7356657011915,4943.734337482016,4787.647564148683,4978.395660952335,4705.329965244572,4830.232678851878,5555.944199582472,4935.484162687495,4962.871789902105,4741.789452185211,4857.015523052792,5091.3166622308745,4741.794643783383,4540.860593189776,4795.0765884409175,4156.986417326314,4798.922951911238,4917.955189536811,4363.664575796261,4250.241760495713
268,4883.976649177637,4946.064155113711,4939.062826894533,4782.9760535612,4973.724150364852,4700.65845465709,4825.561168264396,5551.27268899499,4930.812652100011,4958.200279314624,4737.117941597729,4852.344012465309,5086.645151643391,4737.123133195902,4536.1890826022955,4790.4050778534365,4152.314906738832,4794.251441323756,4913.283678949328,4358.993065208779,4245.570249908232
269,4879.247934800273,4941.335440736346,4934.334112517168,4778.247339183835,4968.995435987486,4695.929740279725,4820.83245388703,5546.543974617624,4926.0839377226475,4953.471564937258,4732.389227220364,4847.615298087944,5081.916437266026,4732.394418818537,4531.46036822493,4785.676363476071,4147.586192361467,4789.522726946391,4908.554964571962,4354.264350831413,4240.841535530866
270,4874.46341785315,4936.550923789222,4929.549595570044,4773.462822236712,4964.2109190403635,4691.145223332602,4816.047936939908,5541.759457670501,4921.299420775524,4948.687047990136,4727.604710273241,4842.830781140821,5077.131920318903,4727.609901871414,4526.675851277807,4780.891846528948,4142.801675414344,4784.738209999267,4903.77044762484,4349.47983388429,4236.057018583743
271,4869.624516091898,4931.712022027971,4924.710693808794,4768.623920475461,4959.372017279113,4686.306321571351,4811.209035178657,5536.920555909251,4916.460519014273,4943.848146228884,4722.765808511989,4837.99187937957,5072.293018557652,4722.771000110163,4521.836949516556,4776.052944767697,4137.962773653093,4779.899308238017,4898.931545863589,4344.640932123039,4231.218116822492
272,4864.732663387543,4926.820169323617,4919.818841104438,4763.732067771106,4954.4801645747575,4681.414468866996,4806.317182474301,5532.0287032048955,4911.568666309919,4938.956293524529,4717.873955807635,4833.100026675215,5067.401165853296,4717.879147405807,4516.945096812201,4771.161092063342,4133.070920948738,4775.007455533662,4894.039693159233,4339.749079418684,4226.326264118137
273,4859.7893093016155,4921.876815237688,4914.875487018511,4758.788713685179,4949.53681048883,4676.4711147810685,4801.373828388374,5527.085349118967,4906.62531222399,4934.012939438601,4712.930601721706,4828.156672589287,5062.457811767369,4712.93579331988,4512.001742726273,4766.217737977414,4128.1275668628095,4770.064101447733,4889.096339073306,4334.805725332757,4221.382910032209
274,4854.795918656616,4916.883424592689,4909.882096373512,4753.795323040179,4944.543419843831,4671.477724136069,4796.380437743375,5522.091958473969,4901.631921578991,4929.019548793603,4707.937211076707,4823.163281944288,5057.46442112237,4707.942402674881,4507.008352081274,4761.224347332415,4123.134176217811,4765.0707108027345,4884.102948428307,4329.812334687757,4216.38951938721
275,4849.753971101961,4911.841477038034,4904.840148818856,4748.753375485523,4939.501472289175,4666.435776581413,4791.338490188719,5517.050010919313,4896.589974024336,4923.977601238947,4702.895263522052,4818.1213343896325,5052.422473567714,4702.900455120225,4501.966404526619,4756.182399777759,4118.092228663155,4760.0287632480795,4879.061000873651,4324.770387133101,4211.347571832554
276,4844.664960675523,4906.752466611596,4899.751138392418,4743.664365059085,4934.4124618627375,4661.346766154976,4786.249479762281,5511.9610004928745,4891.500963597897,4918.888590812509,4697.806253095614,4813.032323963194,5047.333463141276,4697.811444693787,4496.877394100181,4751.093389351321,4113.003218236717,4754.9397528216405,4873.971990447213,4319.681376706664,4206.258561406116
277,4839.530395360923,4901.617901296995,4894.6165730778175,4738.529799744485,4929.277896548136,4656.212200840375,4781.11491444768,5506.826435178274,4886.366398283297,4913.7540254979085,4692.671687781013,4807.897758648594,5042.198897826676,4692.676879379187,4491.74282878558,4745.95882403672,4107.868652922116,4749.8051875070405,4868.837425132613,4314.546811392063,4201.123996091515
278,4834.351796640674,4896.439302576748,4889.43797435757,4733.3512010242375,4924.099297827888,4651.033602120127,4775.936315727433,5501.647836458026,4881.187799563049,4908.57542677766,4687.493089060766,4802.719159928346,5037.020299106429,4687.49828065894,4486.564230065332,4740.780225316473,4102.690054201868,4744.626588786793,4863.658826412366,4309.368212671815,4195.945397371268
279,4829.130699045341,4891.2182049814155,4884.216876762237,4728.1301034289045,4918.878200232556,4645.812504524794,4770.715218132101,5496.426738862694,4875.966701967717,4903.354329182328,4682.2719914654335,4797.498062333014,5031.799201511096,4682.277183063607,4481.3431324700005,4735.559127721141,4097.468956606536,4739.405491191461,4858.437728817033,4304.147115076483,4190.724299775936
280,4823.868649698826,4885.956155634899,4878.954827415721,4722.868054082388,4913.61615088604,4640.550455178279,4765.453168785584,5491.1646895161775,4870.704652621201,4898.0922798358115,4677.009942118917,4792.236012986498,5026.53715216458,4677.015133717091,4476.081083123484,4730.297078374624,4092.20690726002,4734.143441844944,4853.175679470516,4298.885065729966,4185.462250429419
281,4818.567207859909,4880.654713795983,4873.653385576805,4717.566612243472,4908.314709047124,4635.249013339362,4760.151726946668,5485.863247677262,4865.403210782285,4892.790837996896,4671.708500280001,4786.934571147582,5021.235710325663,4671.713691878173,4470.779641284567,4724.995636535708,4086.905465421104,4728.842000006029,4847.8742376315995,4293.583623891051,4180.160808590504
282,4813.227944460226,4875.315450396299,4868.314122177121,4712.227348843789,4902.97544564744,4629.9097499396785,4754.812463546984,5480.523984277578,4860.0639473826,4887.451574597212,4666.369236880318,4781.595307747898,5015.896446925979,4666.374428478491,4465.440377884884,4719.656373136024,4081.5662020214204,4723.502736606345,4842.534974231916,4288.244360491367,4174.821545190819
283,4807.85244163875,4869.939947574823,4862.938619355646,4706.851846022313,4897.599942825965,4624.534247118203,4749.436960725509,5475.148481456103,4854.688444561125,4882.076071775736,4660.993734058841,4776.2198049264225,5010.520944104504,4660.998925657015,4460.064875063408,4714.280870314549,4076.1906991999444,4718.127233784869,4837.159471410441,4282.868857669891,4169.4460423693445
284,4802.442292272981,4864.529798209054,4857.528469989877,4701.441696656544,4892.189793460196,4619.124097752434,4744.02681135974,5469.738332090334,4849.278295195356,4876.665922409967,4655.583584693072,4770.8096555606535,5005.110794738735,4655.588776291246,4454.654725697639,4708.87072094878,4070.7805498341754,4712.7170844191,4831.749322044672,4277.458708304122,4164.035893003575
285,4796.999099506937,4859.08660544301,4852.085277223832,4695.9985038905,4886.746600694151,4613.68090498639,4738.583618593696,5464.295139324289,4843.8351024293115,4871.222729643922,4650.140391927028,4765.366462794608,4999.667601972691,4650.145583525202,4449.211532931595,4703.427528182735,4065.337357068131,4707.273891653055,4826.306129278628,4272.015515538078,4158.592700237531
286,4791.524476276108,4853.61198221218,4846.610653993002,4690.523880659669,4881.2719774633215,4608.20628175556,4733.108995362865,5458.8205160934585,4838.360479198482,4865.748106413093,4644.665768696198,4759.891839563779,4994.192978741861,4644.670960294372,4443.736909700765,4697.952904951905,4059.862733837301,4701.799268422225,4820.831506047797,4266.540892307247,4153.1180770067
287,4786.020044829507,4848.1075507655805,4841.106222546403,4685.0194492130695,4875.767546016721,4602.70185030896,4727.604563916266,5453.316084646859,4832.856047751882,4860.243674966493,4639.161337249599,4754.38740811718,4988.688547295262,4639.1665288477725,4438.2324782541655,4692.448473505306,4054.3583023907013,4696.294836975626,4815.327074601198,4261.036460860648,4147.613645560101
288,4780.487436248971,4842.574942185043,4835.573613965867,4679.486840632534,4870.234937436186,4597.169241728424,4722.071955335729,5447.783476066323,4827.323439171345,4854.711066385958,4633.628728669062,4748.8547995366425,4983.1559387147245,4633.633920267235,4432.699869673628,4686.915864924769,4048.825693810165,4690.762228395089,4809.794466020661,4255.503852280112,4142.0810369795645
289,4774.928289965823,4837.015795901896,4830.0144676827185,4673.927694349386,4864.675791153038,4591.610095445276,4716.512809052581,5442.224329783176,4821.764292888198,4849.151920102809,4628.069582385914,4743.2956532534945,4977.596792431577,4628.074773984087,4427.14072339048,4681.356718641622,4043.2665475270173,4685.2030821119415,4804.235319737513,4249.944705996964,4136.521890696417
290,4769.344253275085,4831.431759211158,4824.430430991981,4668.343657658647,4859.091754462299,4586.026058754537,4710.928772361843,5436.640293092437,4816.18025619746,4843.567883412071,4622.485545695176,4737.711616562757,4972.01275574084,4622.490737293349,4421.556686699742,4675.772681950883,4037.682510836279,4679.619045421204,4798.6512830467755,4244.360669306226,4130.937854005679
291,4763.73698084734,4825.824486783413,4818.823158564235,4662.736385230903,4853.484482034554,4580.4187863267925,4705.321499934098,5431.033020664692,4810.5729837697145,4837.960610984326,4616.878273267432,4732.104344135012,4966.405483313093,4616.883464865604,4415.949414271998,4670.165409523139,4032.0752384085345,4674.011772993459,4793.04401061903,4238.753396878481,4125.330581577933
292,4758.108134238423,4820.1956401744965,4813.194311955319,4657.107538621986,4847.855635425637,4574.789939717876,4699.692653325182,5425.404174055776,4804.944137160798,4832.331764375409,4611.2494266585145,4726.475497526095,4960.776636704178,4611.254618256688,4410.3205676630805,4664.536562914222,4026.4463917996177,4668.382926384542,4787.4151640101145,4233.124550269565,4119.701734969018
293,4752.459381397068,4814.546887333141,4807.5455591139635,4651.458785780631,4842.2068825842825,4569.141186876521,4694.043900483826,5419.7554212144205,4799.295384319443,4826.683011534054,4605.600673817159,4720.826744684739,4955.127883862822,4605.605865415333,4404.671814821725,4658.887810072866,4020.7976389582623,4662.734173543186,4781.766411168759,4227.475797428209,4114.052982127662
294,4746.792396170647,4808.879902106721,4801.878573887543,4645.791800554211,4836.539897357862,4563.4742016501,4688.376915257406,5414.088435988,4793.628399093022,4821.016026307633,4599.933688590739,4715.159759458319,4949.460898636401,4599.938880188912,4399.004829595305,4653.220824846447,4015.130653731842,4657.067188316766,4776.099425942338,4221.808812201789,4108.385996901242
295,4741.108857809192,4803.1963637452645,4796.195035526087,4640.108262192754,4830.856358996407,4557.790663288644,4682.693376895951,5408.404897626544,4787.944860731566,4815.332487946178,4594.250150229283,4709.476221096864,4943.777360274946,4594.2553418274565,4393.3212912338495,4647.537286484991,4009.4471153703857,4651.38364995531,4770.415887580883,4216.125273840333,4102.702458539786
296,4735.410450467775,4797.497956403848,4790.496628184671,4634.4098548513375,4825.157951654989,4552.092255947228,4676.994969554533,5402.706490285127,4782.246453390149,4809.634080604761,4588.551742887867,4703.777813755447,4938.078952933529,4588.55693448604,4387.622883892433,4641.838879143573,4003.7487080289698,4645.685242613894,4764.717480239465,4210.426866498916,4097.004051198368
297,4729.698862707475,4791.786368643548,4784.785040424371,4628.698267091037,4819.44636389469,4546.380668186927,4671.283381794234,5396.994902524827,4776.534865629849,4803.922492844461,4582.840155127566,4698.066225995147,4932.367365173229,4582.84534672574,4381.9112961321325,4636.127291383274,3998.0371202686692,4639.973654853593,4759.005892479166,4204.715278738616,4091.2924634380684
298,4723.975786995012,4786.063292931085,4779.061964711907,4622.975191378575,4813.7232881822265,4540.657592474465,4665.56030608177,5391.271826812364,4770.811789917386,4798.1994171319975,4577.117079415103,4692.343150282683,4926.644289460765,4577.122271013276,4376.188220419669,4630.40421567081,3992.3140445562058,4634.25057914113,4753.282816766702,4198.992203026153,4085.569387725606
299,4718.242919201232,4780.330425137306,4773.329096918128,4617.2423235847955,4807.990420388447,4534.924724680685,4659.827438287991,5385.538959018585,4765.078922123606,4792.466549338219,4571.3842116213245,4686.610282488904,4920.911421666986,4571.389403219497,4370.45535262589,4624.671347877032,3986.581176762427,4628.517711347351,4747.549948972923,4193.259335232374,4079.836519931827
300,4712.501958098591,4774.589464034664,4767.588135815486,4611.501362482153,4802.249459285805,4529.183763578043,4654.086477185349,5379.797997915943,4759.337961020966,4786.725588235578,4565.643250518682,4680.8693213862625,4915.1704605643445,4565.648442116855,4364.714391523249,4618.930386774389,3980.840215659785,4622.776750244709,4741.808987870281,4187.5183741297315,4074.0955588291845
301,4706.7546048577615,4768.842110793834,4761.840782574657,4605.754009241325,4796.502106044975,4523.4364103372145,4648.339123944519,5374.050644675113,4753.5906077801355,4780.978234994747,4559.895897277853,4675.121968145433,4909.423107323515,4559.901088876026,4358.967038282419,4613.183033533559,3975.0928624189555,4617.02939700388,4736.061634629452,4181.771020888902,4068.3482055883546
302,4701.002562543545,4763.090068479618,4756.08874026044,4600.001966927108,4790.750063730759,4517.684368022998,4642.587081630303,5368.298602360897,4747.83856546592,4775.226192680531,4554.143854963637,4669.369925831216,4903.671065009298,4554.149046561809,4353.214995968203,4607.430991219343,3969.340820104739,4611.277354689663,4730.309592315235,4176.018978574686,4062.5961632741382
303,4695.247535610222,4757.3350415462955,4750.333713327118,4594.246939993785,4784.995036797436,4511.929341089675,4636.832054696981,5362.543575427575,4742.083538532597,4769.471165747208,4548.388828030314,4663.614898897894,4897.916038075977,4548.3940196284875,4347.4599690348805,4601.675964286021,3963.5857931714168,4605.522327756341,4724.554565381914,4170.263951641364,4056.8411363408163
304,4689.491229396474,4751.578735332548,4744.57740711337,4588.490633780038,4779.238730583689,4506.173034875927,4631.075748483234,5356.787269213827,4736.327232318849,4763.71485953346,4542.632521816567,4657.858592684146,4892.159731862229,4542.63771341474,4341.703662821133,4595.919658072274,3957.829486957669,4599.766021542593,4718.798259168166,4164.507645427616,4051.084830127069
305,4683.735349620067,4745.822855556139,4738.8215273369615,4582.734754003629,4773.4828508072815,4500.417155099519,4625.319868706825,5351.0313894374185,4730.571352542441,4757.9589797570525,4536.876642040157,4652.102712907738,4886.40385208582,4536.881833638331,4335.947783044724,4590.163778295865,3952.0736071812607,4594.0101417661845,4713.042379391757,4158.751765651207,4045.32895035066
306,4677.981601872396,4740.06910780847,4733.067779589292,4576.981006255959,4767.729103059611,4494.663407351849,4619.566120959154,5345.277641689749,4724.817604794772,4752.205232009383,4531.122894292488,4646.348965160068,4880.6501043381495,4531.12808589066,4330.194035297054,4584.410030548195,3946.319859433591,4588.2563940185155,4707.288631644086,4152.998017903537,4039.5752026029904
307,4672.231691113097,4734.319197049171,4727.317868829993,4571.231095496661,4761.979192300312,4488.9134965925505,4613.816210199857,5339.52773093045,4719.067694035472,4746.455321250083,4525.372983533189,4640.59905440077,4874.900193578852,4525.378175131363,4324.444124537756,4578.660119788897,3940.569948674292,4582.506483259216,4701.538720884789,4147.248107144239,4033.8252918436915
308,4666.487321164822,4728.574827100894,4721.573498881718,4565.486725548385,4756.234822352037,4483.169126644275,4608.07184025158,5333.783360982175,4713.323324087196,4740.710951301808,4519.628613584913,4634.8546844524935,4869.1558236305755,4519.633805183086,4318.699754589479,4572.91574984062,3934.825578726016,4576.762113310941,4695.794350936512,4141.503737195963,4028.080921895415
309,4660.75019420836,4722.837700144432,4715.836371925256,4559.749598591923,4750.497695395574,4477.431999687813,4602.334713295118,5328.046234025712,4707.586197130734,4734.973824345346,4513.891486628451,4629.117557496032,4863.418696674114,4513.896678226624,4312.962627633017,4567.178622884157,3929.088451769554,4571.024986354479,4690.05722398005,4135.766610239501,4022.343794938953
310,4655.022010278243,4717.1095162143165,4710.108187995139,4554.0214146618055,4744.769511465457,4471.703815757696,4596.606529365002,5322.318050095595,4701.858013200618,4729.245640415229,4508.1633026983345,4623.389373565916,4857.690512743998,4508.1684942965085,4307.234443702901,4561.450438954042,3923.3602678394373,4565.296802424362,4684.329040049934,4130.038426309384,4016.6156110088373
311,4649.3044667589975,4711.391972695071,4704.390644475893,4548.303871142561,4739.051967946212,4465.9862722384505,4590.888985845756,5316.60050657635,4696.140469681372,4723.528096895983,4502.445759179089,4617.671830046669,4851.972969224751,4502.450950777262,4301.516900183655,4555.732895434797,3917.642724320192,4559.579258905116,4678.611496530688,4124.320882790139,4010.898067489592
312,4643.599257882159,4705.686763818233,4698.6854355990545,4542.598662265722,4733.346759069374,4460.281063361612,4585.183776968918,5310.8952976995115,4690.435260804535,4717.8228880191455,4496.740550302251,4611.966621169831,4846.267760347913,4496.745741900424,4295.811691306818,4550.027686557958,3911.9375154433537,4553.874050028278,4672.90628765385,4118.6156739133,4005.1928586127533
313,4637.908074224251,4699.995580160324,4692.994251941146,4536.907478607814,4727.655575411464,4454.589879703703,4579.492593311009,5305.204114041602,4684.744077146625,4712.131704361237,4491.049366644342,4606.275437511923,4840.576576690005,4491.054558242516,4290.120507648909,4544.336502900049,3906.246331785445,4548.182866370369,4667.215103995942,4112.924490255391,3999.5016749548445
314,4632.232602205814,4694.3201081418865,4687.318779922709,4531.232006589376,4721.980103393029,4448.914407685266,4573.817121292573,5299.528642023166,4679.068605128188,4706.4562323428,4485.3738946259045,4600.599965493486,4834.901104671568,4485.3790862240785,4284.4450356304715,4538.6610308816125,3900.570859767008,4542.507394351932,4661.5396319775045,4107.249018236955,3993.8262029364078
315,4626.574523591694,4688.662029527767,4681.6607013085895,4525.573927975257,4716.322024778909,4443.256329071147,4568.159042678452,5293.870563409046,4673.410526514069,4700.7981537286805,4479.715816011786,4594.9418868793655,4829.243026057447,4479.721007609958,4278.786957016352,4533.002952267492,3894.9127811528883,4536.8493157378125,4655.881553363384,4101.590939622835,3988.168124322288
316,4620.935514992696,4683.023020928769,4676.021692709592,4519.934919376259,4710.68301617991,4437.617320472149,4562.5200340794545,5288.231554810049,4667.771517915071,4695.159145129682,4474.076807412787,4589.302878280368,4823.6040174584505,4474.081999010961,4273.147948417354,4527.363943668494,3889.2737725538905,4531.210307138815,4650.242544764387,4095.951931023837,3982.52911572329
317,4615.317247368768,4677.404753304841,4670.403425085664,4514.316651752331,4705.064748555983,4431.999052848221,4556.901766455527,5282.613287186121,4662.153250291142,4689.540877505754,4468.4585397888595,4583.68461065644,4817.985749834522,4468.463731387033,4267.5296807934255,4521.745676044567,3883.6555049299623,4525.592039514887,4644.624277140459,4090.3336633999093,3976.910848099362
318,4609.721385533858,4671.808891469931,4664.807563250753,4508.720789917421,4699.4688867210725,4426.403191013311,4551.305904620617,5277.0174253512105,4656.557388456233,4683.9450156708435,4462.862677953949,4578.08874882153,4812.389887999612,4462.867869552123,4261.933818958516,4516.149814209656,3878.0596430950523,4519.996177679976,4639.028415305549,4084.737801564999,3971.314986264452
319,4604.149587662599,4666.237093598672,4659.235765379493,4503.148992046161,4693.8970888498125,4420.831393142051,4545.734106749357,5271.44562747995,4650.985590584974,4678.373217799585,4457.29088008269,4572.516950950271,4806.818090128352,4457.296071680863,4256.362021087257,4510.578016338397,3872.4878452237926,4514.424379808717,4633.456617434289,4079.166003693739,3965.743188393192
320,4598.603504798946,4660.6910107350195,4653.689682515842,4497.602909182509,4688.351005986161,4415.285310278399,4540.188023885705,5265.899544616299,4645.43950772132,4672.827134935933,4451.744797219038,4566.970868086618,4801.2720072647,4451.749988817211,4250.815938223604,4505.0319334747455,3866.9417623601407,4508.878296945065,4627.910534570637,4073.6199208300877,3960.1971055295403
321,4593.084780366948,4655.172286303021,4648.170958083843,4492.08418475051,4682.832281554161,4409.7665858464,4534.669299453705,5260.380820184299,4639.920783289323,4667.308410503933,4446.226072787039,4561.452143654619,4795.753282832701,4446.231264385212,4245.297213791605,4499.513209042746,3861.4230379281416,4503.359572513066,4622.391810138637,4068.1011963980886,3954.678381097541
322,4587.595049683757,4649.68255561983,4642.6812274006525,4486.59445406732,4677.3425508709715,4404.27685516321,4529.179568770515,5254.8910895011095,4634.431052606132,4661.8186798207435,4440.736342103849,4555.962412971428,4790.26355214951,4440.741533702021,4239.807483108414,4494.023478359556,3855.9333072449517,4497.869841829875,4616.902079455447,4062.6114657148983,3949.188650414351
323,4582.1359394750525,4644.223445411126,4637.222117191948,4481.135343858616,4671.883440662267,4398.8177449545055,4523.720458561812,5249.431979292405,4628.9719423974275,4656.359569612039,4435.277231895144,4550.503302762725,4784.804441940807,4435.282423493318,4234.348372899711,4488.564368150852,3850.474197036247,4492.410731621171,4611.442969246744,4057.1523555061935,3943.7295402056466
324,4576.709067393009,4638.796573329081,4631.795245109904,4475.708471776571,4666.456568580223,4393.390872872461,4518.293586479766,5244.005107210361,4623.545070315383,4650.932697529995,4429.850359813099,4545.0764306806805,4779.377569858762,4429.855551411273,4228.921500817666,4483.137496068806,3845.047324954203,4486.983859539127,4606.016097164699,4051.725483424149,3938.302668123602
325,4571.316041536943,4633.403547473015,4626.402219253838,4470.315445920505,4661.063542724158,4387.997847016395,4512.9005606237015,5238.612081354295,4618.152044459317,4645.53967167393,4424.457333957034,4539.683404824615,4773.984544002697,4424.462525555207,4223.5284749616,4477.744470212741,3839.6542990981375,4481.590833683061,4600.623071308633,4046.3324575680836,3932.9096422675366
